Filename;ActivityName;Location;ReferenceProduct
9328bf85-0303-47c3-b98a-f05b52a52c7a_e61aa011-136e-404f-ab3b-7b2462d85e35.spold;shale quarry operation;CA-QC;shale
932d6289-c88f-4714-a5f8-650babf8e5e5_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;market for waste polyurethane;FI;waste polyurethane
932dd36d-d60f-409b-85a6-88789761215e_82f905b2-faf0-4743-b076-20209ac04ba4.spold;market for dimethyl sulfoxide;GLO;dimethyl sulfoxide
933226a5-8147-4d4d-8258-0c649ae29e93_5e6afc26-e6dd-45f7-942c-0c2adf34a198.spold;market for cement, pozzolana and fly ash 15-40%;US;cement, pozzolana and fly ash 15-40%
93322fbb-83b7-435c-b20f-dd283640f8c5_e303fb73-b0e1-41ae-bddc-5e0e444eb3fb.spold;market for used vegetable cooking oil, purified;GLO;used vegetable cooking oil, purified
9336d002-2730-4eae-b4ca-b00402c04420_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;ER;electricity, medium voltage
9339aac2-3a49-4c62-9fc3-e865409567f9_c449e3b5-385c-454b-acba-e3e6f58c68e4.spold;market for thermoforming of plastic sheets;GLO;thermoforming of plastic sheets
93420c47-fcbf-4079-ae18-c627e145f9b8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;IN-TR;electricity, high voltage
9342612a-1e05-4828-a6c5-8d778977889c_7184e4fa-479d-43a3-8140-17c80f1dd2fa.spold;napropamide production;RoW;napropamide
934d0fe5-4916-4a52-9d03-f39dfb73730d_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;clinker production;BR;waste wood, untreated
935018e9-8c28-4374-89e0-edfc8e9f7e22_b701e14a-c19d-4685-8b9d-6630f1b9dde4.spold;market for sawnwood, beam, hardwood, raw, dried (u=10%);GLO;sawnwood, beam, hardwood, raw, dried (u=10%)
9359bd57-2586-4cee-b476-53733c775be9_1e16715e-6aa4-4649-92bd-304400d6c246.spold;stretch blow moulding;CA-QC;stretch blow moulding
936053bf-ab08-43b9-904e-e2295134c76c_9cf8ff38-4c1a-4e5a-aa3f-923bf062359f.spold;tin dioxide production;GLO;tin dioxide
9364a2d0-ae29-4c38-bdd0-2e2f6ab55f58_1a444fb4-f931-4369-8683-2844944ebdba.spold;market for tillage, harrowing, by spring tine harrow;GLO;tillage, harrowing, by spring tine harrow
9365c801-361f-4640-b97d-61e6a89bbf20_18e1cfa1-498b-4d93-bace-44cd2ae12596.spold;anaerobic digestion of manure;CH;biogas
93664cbc-7857-43b3-a8c1-119b7d23ebb4_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;market for waste paperboard;HU;waste paperboard
936a7e98-84c6-42ce-8892-96ac20e62fca_71aeb89d-1039-4f7f-ab8a-cda6b730c316.spold;ammonium carbonate production;RER;ammonium carbonate
936cc8dc-d7e3-4e3e-a28e-72b31b44ad8e_0b0ceb4f-24d2-4245-a155-925b136eb55c.spold;establishing orchard;RoW;establishing orchard
9372462a-8b4b-494e-8eb3-2f02a4732023_2669baa0-c363-4ba4-bb4d-6c7cff61d241.spold;market for sawnwood, softwood, dried (u=20%), planed;RoW;sawnwood, softwood, dried (u=20%), planed
9379999f-e7bb-4e72-b3f0-618e46f4dd0a_14d0697a-3064-44ff-afcd-29068d931464.spold;chichibabin amination;RER;aminopyridine
9379999f-e7bb-4e72-b3f0-618e46f4dd0a_8d78a0dc-1489-48c1-8bc4-7c120f318216.spold;chichibabin amination;RER;hydrogen, liquid
937a261b-6fb6-43b1-a9eb-451841bc9b50_9d447e1a-a41a-43ac-b374-d0fc6dcb61df.spold;liquefied petroleum gas, import from Europe;CH;liquefied petroleum gas
937a3654-8c4f-4375-93e6-e17b54392542_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;UA;land use change, annual crop
937c121d-eaa3-4898-8f51-55354bb81ea8_ac4287ce-8352-4889-8f60-488be406a45f.spold;market for outside air intake, stainless steel, DN 370;GLO;outside air intake, stainless steel, DN 370
937c6a3c-1a25-4416-8292-9748457d7df0_417c60d9-6bb9-4362-976c-4a70d25a46aa.spold;uranium production, diffusion, enriched 4.2%;US;uranium, enriched 4.2%, per separative work unit
937e94fd-c730-45e8-8d4a-1a147ea6109d_cfc197ab-2e3a-400d-9c3b-880f5a3908c4.spold;market for potato grading;GLO;potato grading
938262e5-690f-4453-9697-804338a901c0_61ba3c6c-4ccb-478c-9348-b035f7e48913.spold;market for storage, 10'000 l;GLO;storage, 10'000 l
9387bfde-484b-4ad6-8277-ae54a7902c31_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;HICC;electricity, high voltage
93891463-b0bf-4a10-9961-96b8ada41e66_58f087c9-c348-4c55-bdc4-9805b5a0239a.spold;transport, passenger car, large size, petrol, EURO 5;RoW;transport, passenger car, large size, petrol, EURO 5
938d5cd6-4595-41ef-a77d-45c802819e71_fa6301a4-5f34-493a-b1a0-0c989191b6a3.spold;market for ultrafiltration module;GLO;ultrafiltration module
938f4c16-2869-5a27-96fd-3161a233adf1_7b349a0f-7612-5137-9026-ddcb5e924ed1.spold;decabromodiphenyl ether production;RER;decabromodiphenyl ether
9392bd88-b6d1-4179-acb1-2e70d2c12859_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of residue from mechanical treatment, industrial device, municipal incineration with fly ash extraction;CH;heat, for reuse in municipal waste incineration only
9392bd88-b6d1-4179-acb1-2e70d2c12859_4f312355-ac65-4635-8fb2-006dba64ce60.spold;treatment of residue from mechanical treatment, industrial device, municipal incineration with fly ash extraction;CH;iron scrap, sorted, pressed
9392bd88-b6d1-4179-acb1-2e70d2c12859_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of residue from mechanical treatment, industrial device, municipal incineration with fly ash extraction;CH;electricity, for reuse in municipal waste incineration only
9392bd88-b6d1-4179-acb1-2e70d2c12859_76690609-bfa8-4e1e-bd15-60d6e4ab9580.spold;treatment of residue from mechanical treatment, industrial device, municipal incineration with fly ash extraction;CH;residue from mechanical treatment, industrial device
93957313-46ee-485d-8c3f-084ab3b10624_1e62439e-fa8d-4049-9460-e0c155d2ddbe.spold;transmission network construction, electricity, high voltage;RoW;transmission network, electricity, high voltage
93964dff-a111-5abf-9d22-b313e61590e7_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;BR-MG;land use change, annual crop
9397ab3d-d39a-43ad-86a5-905e2975a8f9_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;BR-North-eastern grid;electricity, low voltage
939837dc-dde0-4ba1-a4ad-6cc484c8af20_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;market for waste polyurethane;CZ;waste polyurethane
939f84be-258d-45f5-98e8-28f5d162c8e0_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CN-GS;electricity, low voltage
93a0e6d7-8ab4-4334-9586-9be128468eca_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;BA;electricity, high voltage
93a54fb1-f2b3-4f05-9130-5cd81a606561_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-GX;electricity, low voltage
93a5556d-ec38-4ea6-9397-5bae50354499_ec7efa0f-95a5-419f-8446-bb26f42afb68.spold;market for chlorothalonil;GLO;chlorothalonil
93b0e99f-5091-4bd7-8ce0-9d96701d1df4_2ad4ce24-d7b3-4563-af94-911dd6c992b1.spold;methylene diphenyl diisocyanate production;RER;methylene diphenyl diisocyanate
93b5b092-11e5-4da4-94b5-5f78586bcc74_ca439928-3048-44a5-9ec3-9cf32b52bdce.spold;photovoltaics, electric installation for 3kWp module, at building;RoW;photovoltaic plant, electric installation for 3kWp module
93b68a23-bc83-477d-aeca-29f3b8a243cb_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;MX;land tenure, arable land, measured as carbon net primary productivity, annual crop
93b6cc26-a2c4-4989-aa5e-5319d9d6e03c_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;treatment of waste glass, open dump, moist infiltration class (300mm);GLO;waste glass
93be3d65-05a4-4778-808a-cf460f41927e_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat production, at hard coal industrial furnace 1-10MW;CA-QC;heat, district or industrial, other than natural gas
93bfe2c6-7fd2-4668-80e5-d3a322d3e24f_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;GB;municipal solid waste
93c13be3-41ac-4097-94bb-194a6fd16706_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;HR;electricity, low voltage
93c3b68b-0a42-4ba4-b748-a367101d8ad8_5357a067-f798-46fb-97b0-fa18f723341b.spold;market for waste reinforced concrete;CH;waste reinforced concrete
93cfdb21-714e-47e7-b646-3b9ef4e0f988_cfd69796-4047-45c0-bc05-e42817b54435.spold;market for blower and heat exchange unit, Avent E 97;GLO;blower and heat exchange unit, Avent E 97
93d785ad-8f73-446b-a09c-093310c2fd85_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;PT;municipal solid waste
93d85078-7877-418f-86a9-854dce3f624b_eb72aeaa-98bd-49aa-a94b-0f63f310c62a.spold;treatment of used window frame, wood, collection for final disposal;RoW;used window frame, wood
93de337d-7f49-40a4-9cf6-2da7458eb14c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;AR;electricity, high voltage
93e7a4a6-a211-49cb-af94-2cb9a288ba64_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;CL;electricity, high voltage
93e9b83b-8e6b-4736-b9c5-0f1297a8c49c_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;NO;municipal solid waste
93eb979e-9202-4db5-9ff6-be0b285645ba_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;AR;land tenure, arable land, measured as carbon net primary productivity, perennial crop
93ebd656-a7ef-4c09-b444-1a76796d5c23_8b87cd0e-b9cc-482b-9584-9fe6bf805ac6.spold;market for sodium cyanide;RoW;sodium cyanide
93f3bb5f-2891-4e21-b2b5-57fc771dc85c_0cb00cc5-6a2f-4bce-969e-425b45206734.spold;almond production;US;almond
93f6e67d-7e57-4ba7-aa13-3decef961cb4_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity, from municipal waste incineration to generic market for electricity, medium voltage;IS;electricity, medium voltage
93ff95de-6504-56c6-819c-3d0ab77c7f22_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, annual cropland to annual crop;BR-ES;land tenure, arable land, measured as carbon net primary productivity, annual crop
940392f9-e704-4d80-a3ce-535fd2a6928f_ccfff1e0-6deb-4aef-a0df-47be0bdc0176.spold;tillage, subsoiling, by subsoiler plow;RoW;tillage, subsoiling, by subsoiler plow
94046033-f0c6-43e5-ae5e-7d73cfc9a228_842e3faf-8de9-47a3-bfac-606edc0adbd3.spold;furnace production, wood chips, average storage area, 1000kW;CH;furnace, wood chips, average storage area, 1000kW
94071ebe-5a8c-4fe1-98dd-cd608d080043_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;LT;electricity, high voltage
940ea0fc-1e62-4021-82bf-af2bf766083f_637ee275-a239-4dcb-b084-abfa110dd65b.spold;market for electricity, for reuse in municipal waste incineration only;ES;electricity, for reuse in municipal waste incineration only
9414df3a-7a07-4b1b-8481-7c4c72fa20fb_4ec72d7d-71e1-4373-9444-bf7748b61b0a.spold;funnel glass production, for cathode ray tube display;GLO;funnel glass, for cathode ray tube display
941500f6-b8fa-5111-88bf-5a59390a2988_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;land use change, pasture, man made;BR-RR;land use change, pasture, man made
941f6c6c-b8ea-4770-8d99-bf7e10de2482_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW;CH;electricity, high voltage
941f6c6c-b8ea-4770-8d99-bf7e10de2482_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW;CH;heat, district or industrial, other than natural gas
94249e63-a855-47dd-8ba0-1bdb739c098b_442ac1c0-03bd-41f5-b1b5-4e41b419a1cd.spold;market for laser machining, metal, with YAG-laser, 330W power;GLO;laser machining, metal, with YAG-laser, 330W power
94256142-42d4-4ee6-96d5-b3e7c085871e_41428893-cbd6-4013-9066-a9347b976cb2.spold;urea formaldehyde foam production, in situ foaming;CH;urea formaldehyde foam, in situ foaming
9426e071-1d6e-4a6f-a7b4-af2a967b71e7_d0d14ac8-629d-4234-bfeb-f82e6fd79788.spold;laser machining, metal, with YAG-laser, 120W power;RER;laser machining, metal, with YAG-laser, 120W power
9427c1c4-d5f3-41d7-9fb9-6fb17d0317f1_9877633e-9724-4677-8313-5324fb5c86c2.spold;treatment of used long liner, steel;GLO;used long liner, steel
9427c1c4-d5f3-41d7-9fb9-6fb17d0317f1_d7432632-40dc-4af8-8125-cb70dd9742c5.spold;treatment of used long liner, steel;GLO;iron scrap, unsorted
942b7360-5fc8-4db7-9320-bd28fb18de95_0a6ef59e-fa6b-467d-acac-8d45df8d405b.spold;market for catalytic converter, three-way, mini CHP plant;GLO;catalytic converter, three-way, mini CHP plant
9431f515-e37d-4f31-a581-102c9a3b4273_aa447135-9cc5-4f34-9385-ca2a0ae70d3c.spold;suction, shavings, softwood;CA-QC;shavings, softwood, loose, measured as dry mass
9431f515-e37d-4f31-a581-102c9a3b4273_ff7a13da-3665-469e-a211-4ab06801c7ea.spold;suction, shavings, softwood;CA-QC;shavings, softwood, measured as dry mass
94333d48-33b2-43d6-924f-15618b12f3f3_e5208079-1561-4537-a1f8-863db2702d0f.spold;market for hazardous waste, for incineration;Europe without Switzerland;hazardous waste, for incineration
94348689-4e97-4114-8ab8-3a3f3249b64e_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;MK;electricity, medium voltage
9434c769-d252-42ba-861e-80a585934eae_9eb473b9-b840-4eb2-a445-6337d7770e58.spold;treatment of wastewater from particle board production, capacity 5E9l/year;RER;wastewater from particle board production
9435bec8-ce57-4f9e-8254-ac469bdfcb14_f70c1877-6db5-4024-b260-69f50314b40c.spold;market for waste paper, unsorted;CH;waste paper, unsorted
943d4f42-0cd8-4341-bb24-7aa86593891b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CN-HL;electricity, high voltage
943f2ee5-eb3b-4516-a748-c6422b736fd9_42d2fd94-f9c8-4903-ac72-a4fe5af22233.spold;treatment of wastewater from PV cell production, capacity 5E9l/year;CH;wastewater from PV cell production
94410ffb-3164-4c40-ade8-2bd3230d05f8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CN-SC;electricity, high voltage
9446839c-7360-4530-933c-f1b6c4a5605a_93325850-98a2-49a1-be7c-1ccf715f38ce.spold;propionic acid production;RER;propionic acid
944718ee-7892-5373-a31c-ffe8b3123888_3ab60559-40d3-42e4-9cac-476a519098fa.spold;hydrochloric acid production, from the reaction of hydrogen with chlorine;CA-QC;hydrochloric acid, without water, in 30% solution state
944bdafd-3449-456d-9ebb-f20f7cf76c34_3d3268fa-3c9e-43e0-be88-3dfd53718719.spold;esterification of rape oil;Europe without Switzerland;glycerine
944bdafd-3449-456d-9ebb-f20f7cf76c34_4bc66efe-f91b-48e5-9a26-07e383d47e80.spold;esterification of rape oil;Europe without Switzerland;vegetable oil methyl ester
944bdafd-3449-456d-9ebb-f20f7cf76c34_db8488c0-a49f-4550-8bae-f2356ce1de64.spold;esterification of rape oil;Europe without Switzerland;potassium sulfate, as K2O
94535360-3bd2-43fb-ad3f-7e07ad982a3d_1fc89761-93f9-48c5-9204-08a8961b93c8.spold;market for aluminium hydroxide;GLO;aluminium hydroxide
9456a1d5-cf7a-49f2-b23c-997fd2710e6f_47db64ec-c8e9-4979-b22e-9f0c380966f5.spold;maintenance, motor scooter;RoW;maintenance, motor scooter
9459c670-41d8-472a-a50f-fb204d4757aa_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;ID;electricity, medium voltage
945b5c60-7328-4998-b2e4-a14353a2ee35_50116d0e-a143-464e-9eae-d2ae2d036125.spold;market for tanker, for liquefied natural gas;GLO;tanker, for liquefied natural gas
945fa60d-066b-4c02-a989-6fb8f55edb02_aead8a1b-872e-4d15-a3d6-1deb68c89b49.spold;residential sewer grid construction, 0.087 km;RoW;residential sewer grid, 0.087 km
9463c2ba-3c7b-461c-9800-5187ab8cdd1d_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;PT;electricity, high voltage
9463c2ba-3c7b-461c-9800-5187ab8cdd1d_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;PT;heat, district or industrial, other than natural gas
94645989-9c27-4884-b2b9-a562bba50dd3_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;NZ;electricity, high voltage
946820b9-5778-4aa0-aad3-0faa2a093ff3_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;irrigation, sprinkler;BR;irrigation
946cf7df-fe55-58c9-9bd5-11ddccb3c02c_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, annual cropland to perennial crop;BR-MA;land tenure, arable land, measured as carbon net primary productivity, perennial crop
9474640a-1b34-485a-9c23-e9396dda9499_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45.spold;tap water production, direct filtration treatment;CO;tap water
947e6871-6461-4147-8c8e-378d51da5cca_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;CN-AH;electricity, low voltage
94871e9e-8c1b-4ea6-9a29-2eb7e35f0306_95dec2c2-ddd6-4c04-8b60-a780dc03b222.spold;market for powder coat, aluminium sheet;GLO;powder coat, aluminium sheet
9489d8ec-0eb8-47bd-84df-95340554b90c_9e2c266f-d04d-44bc-b277-b7f6a7e3dffa.spold;transformer production, high voltage use;GLO;transformer, high voltage use
9491679f-a474-40d3-8a30-c54bbfdb6a8e_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;CN-SX;electricity, low voltage
949472b7-b162-4ad7-a53c-522f8c106483_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;market for land tenure, arable land, measured as carbon net primary productivity, perennial crop;MY;land tenure, arable land, measured as carbon net primary productivity, perennial crop
949977d2-ba58-4f5d-90e9-87bd7f83b365_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, boiling water reactor;RoW;electricity, high voltage
9499c465-2e76-4996-99f6-2daec54dde60_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;AT;electricity, high voltage
9499c465-2e76-4996-99f6-2daec54dde60_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;AT;heat, district or industrial, other than natural gas
949cd01b-ae6a-5dfb-ba07-969a7139809a_d2aea801-6631-4070-939b-7b6d6b73bee5.spold;alkyd paint production, white, water-based, product in 60% solution state;RER;alkyd paint, white, without water, in 60% solution state
94a04ba1-a86d-49dd-8502-2769f61c3197_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;TT;electricity, low voltage
94a2a640-2f4c-5f2b-93f9-2ddee95e82da_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;BR-RO;land tenure, arable land, measured as carbon net primary productivity, annual crop
94a49efc-7bdf-4761-a71a-379401dfdec0_2dcfa182-da2f-594b-b0fd-9944a5ed7213.spold;direct disposal of wastewater from textile production;GLO;wastewater from textile production
94a73e94-420b-4408-8917-b7db11cf45ff_06eb6d76-0ac1-5ba6-aa9b-6b0228e0dd96.spold;base oil production, petroleum refinery operation;IN;base oil
94a9c0a1-4d94-41b9-8f3f-abfa11b0f161_63bf19bc-8cbc-4d14-906e-abfa110dbb5f.spold;treatment of sulfidic tailings, from gold mine operation, tailings impoundment;MX;sulfidic tailings, from gold mine operation
